time,event_type,vehicle_id,node,battery,status,assigned_task,task_load,target_station,total_distance,total_score
19,step,3,12187786734,104.6082,moving_to_depot,,0.0,,15.3918,90.9649
19,step,4,1347774990,109.9594,idle,,0.0,,10.0406,96.3878
19,step,5,1347774990,120.0,idle,,0.0,,0.0,0.0
19,step,6,1347774990,120.0,idle,,0.0,,0.0,0.0
19,step,7,1347774990,120.0,idle,,0.0,,0.0,0.0
19,step,8,1347774990,120.0,idle,,0.0,,0.0,0.0
19,step,9,1347774990,120.0,idle,,0.0,,0.0,0.0
20,step,0,1347774990,100.7982,idle,,0.0,,19.2018,93.0395
20,step,1,1347774990,108.1746,idle,,0.0,,11.8254,95.8524
20,step,2,10765526566,103.2121,moving_to_depot,,0.0,,16.7879,91.0273
20,step,3,4083275033,103.1082,moving_to_depot,,0.0,,16.8918,90.9649
20,step,4,1347774990,109.9594,idle,,0.0,,10.0406,96.3878
20,step,5,1347774990,120.0,idle,,0.0,,0.0,0.0
20,step,6,1347774990,120.0,idle,,0.0,,0.0,0.0
20,step,7,1347774990,120.0,idle,,0.0,,0.0,0.0
20,step,8,1347774990,120.0,idle,,0.0,,0.0,0.0
20,step,9,1347774990,120.0,idle,,0.0,,0.0,0.0
21,dispatch,0,1347774990,100.7982,moving_to_task,4,26.11,,19.2018,93.0395
21,step,0,9480716597,99.2982,moving_to_task,4,26.11,,20.7018,93.0395
21,step,1,1347774990,108.1746,idle,,0.0,,11.8254,95.8524
21,step,2,9657343523,101.7121,moving_to_depot,,0.0,,18.2879,91.0273
21,step,3,4083274995,101.6082,moving_to_depot,,0.0,,18.3918,90.9649
21,step,4,1347774990,109.9594,idle,,0.0,,10.0406,96.3878
21,step,5,1347774990,120.0,idle,,0.0,,0.0,0.0
21,step,6,1347774990,120.0,idle,,0.0,,0.0,0.0
21,step,7,1347774990,120.0,idle,,0.0,,0.0,0.0
21,step,8,1347774990,120.0,idle,,0.0,,0.0,0.0
21,step,9,1347774990,120.0,idle,,0.0,,0.0,0.0
22,step,0,4084883982,97.7982,moving_to_task,4,26.11,,22.2018,93.0395
22,step,1,1347774990,108.1746,idle,,0.0,,11.8254,95.8524
22,step,2,1995745391,100.2121,moving_to_depot,,0.0,,19.7879,91.0273
