episode,seed,scale_index,scale,epsilon,total_reward,steps,final_score,completed_tasks,expired_tasks,eval_score_mean,eval_reward_mean,action_0_count,action_1_count,action_2_count,action_3_count
159.0,166.0,0.0,medium,0.090136322303714,4742.849146479278,104.0,4046.700468542961,44.0,1.0,2689.332793439159,2973.734371902217,57.0,7.0,20.0,20.0
160.0,167.0,0.0,medium,0.08968564069219544,4008.3362637742753,106.0,3536.274481156202,41.0,11.0,2727.1827136325055,3005.284422700304,45.0,15.0,12.0,34.0
161.0,168.0,0.0,medium,0.08923721248873447,2963.517497166291,102.0,2711.321719846181,33.0,14.0,2804.3649179398576,3113.9477955874236,28.0,15.0,17.0,42.0
162.0,169.0,0.0,medium,0.08879102642629079,3661.9870104066786,101.0,3266.381542431583,39.0,14.0,3210.622107444509,3636.3246678591645,37.0,10.0,17.0,37.0
163.0,170.0,0.0,medium,0.08834707129415934,4158.48824923874,101.0,3577.6891486127774,40.0,3.0,2953.7493246809563,3336.4640916116227,36.0,18.0,6.0,41.0
164.0,171.0,0.0,medium,0.08790533593768854,1955.8559878654414,82.0,1898.841173662757,25.0,19.0,2936.7660242116967,3226.18214254525,22.0,16.0,13.0,31.0
165.0,172.0,0.0,medium,0.0874658092580001,2896.861908865749,90.0,2631.387176829646,32.0,14.0,2825.705007765173,3147.2261977948815,19.0,22.0,15.0,34.0
166.0,173.0,0.0,medium,0.0870284802117101,3713.0171758781694,110.0,3373.805376964645,40.0,16.0,2815.802589207948,3127.1071055971042,33.0,17.0,51.0,9.0
167.0,174.0,0.0,medium,0.08659333781065155,2511.0878172401794,90.0,2309.750207756465,29.0,15.0,2905.7639610225433,3229.3366543665425,26.0,27.0,23.0,14.0
168.0,175.0,0.0,medium,0.0861603711215983,2917.984923998633,97.0,2673.4144809624163,32.0,13.0,2866.812443897208,3210.205081107803,7.0,32.0,22.0,36.0
169.0,176.0,0.0,medium,0.0857295692659903,3435.6143226472477,101.0,3046.965729124863,36.0,12.0,2794.115724007263,3062.655695641972,21.0,26.0,40.0,14.0
170.0,177.0,0.0,medium,0.08530092141966035,2683.2000075067185,85.0,2358.7215638443668,28.0,10.0,2401.2737910425944,2651.159737450256,26.0,25.0,28.0,6.0
171.0,178.0,0.0,medium,0.08487441681256205,3616.0658733498767,106.0,3250.856078616655,38.0,12.0,2841.1914544073074,3210.9370010804605,21.0,21.0,44.0,20.0
172.0,179.0,0.0,medium,0.08445004472849925,3027.7872198503073,101.0,2726.706834182627,32.0,10.0,3013.202186616165,3386.910998671553,33.0,39.0,18.0,11.0
173.0,180.0,0.0,medium,0.08402779450485676,4275.470515391624,113.0,3714.0700615291375,42.0,5.0,3167.0383820324855,3557.6744136886414,64.0,17.0,25.0,7.0
174.0,181.0,0.0,medium,0.08360765553233247,3716.9845529304434,113.0,3379.6646719333803,40.0,14.0,3230.9159202562073,3652.5460945362634,50.0,33.0,8.0,22.0
175.0,182.0,0.0,medium,0.0831896172546708,3477.0085579992883,90.0,3137.990389291278,38.0,18.0,2514.4964066501248,2763.0333354978234,47.0,16.0,8.0,19.0
176.0,183.0,0.0,medium,0.08277366916839746,3059.755246526828,98.0,2805.9814046176166,34.0,14.0,2860.2193030836584,3208.8676953628587,51.0,11.0,28.0,8.0
177.0,184.0,0.0,medium,0.08235980082255547,3268.48148498639,98.0,2956.6917466360383,35.0,11.0,3032.1206626089793,3405.6500183418643,28.0,27.0,32.0,11.0
178.0,185.0,0.0,medium,0.08194800181844268,2816.5673201679815,100.0,2594.128530489388,32.0,16.0,3173.233358279568,3578.6434153394744,43.0,14.0,18.0,25.0
179.0,186.0,0.0,medium,0.08153826180935046,3038.465434363333,88.0,2680.494871247123,31.0,9.0,2742.0998480284666,3049.525877574862,52.0,11.0,6.0,19.0
180.0,187.0,0.0,medium,0.08113057050030371,3011.748999231299,92.0,2734.664795366969,34.0,19.0,2088.419606868048,2257.825213065222,46.0,16.0,11.0,19.0
181.0,188.0,0.0,medium,0.0807249176478022,3444.567833949756,90.0,3023.196799350432,35.0,8.0,2188.2884093686794,2348.6360055972355,20.0,41.0,14.0,15.0
182.0,189.0,0.0,medium,0.08032129305956318,3858.4203438918494,96.0,3291.297195784707,36.0,1.0,2886.390066929498,3147.1025537927435,11.0,62.0,11.0,12.0
183.0,190.0,0.0,medium,0.07991968659426536,2939.5060167421966,86.0,2610.9784220537704,32.0,17.0,2866.562958048066,3187.5440868521937,25.0,41.0,13.0,7.0
184.0,191.0,0.0,medium,0.07952008816129404,2744.5842622019704,90.0,2481.5016103062976,30.0,12.0,3179.7590915423475,3621.785479843444,8.0,17.0,42.0,23.0
185.0,192.0,0.0,medium,0.07912248772048756,4548.215720774396,113.0,3976.7346832682915,45.0,7.0,2710.9747688339676,2983.9369842643328,26.0,16.0,45.0,26.0
186.0,193.0,0.0,medium,0.07872687528188513,3656.4420862300103,100.0,3300.540397072881,39.0,14.0,2749.281433864631,3077.1759647073445,20.0,36.0,25.0,19.0
187.0,194.0,0.0,medium,0.0783332409054757,3344.966312549581,90.0,2957.226086392348,34.0,9.0,3294.204941570594,3703.910871967405,15.0,20.0,16.0,39.0
188.0,195.0,0.0,medium,0.07794157470094833,2468.7947804445844,85.0,2260.3754349742726,28.0,15.0,3148.2761348541594,3525.9334576360766,45.0,7.0,4.0,29.0
189.0,196.0,0.0,medium,0.07755186682744358,3077.911050916221,87.0,2733.6601173657327,32.0,10.0,2961.5541577515974,3274.23367543895,11.0,10.0,16.0,50.0
190.0,197.0,0.0,medium,0.07716410749330636,2269.1094249120492,87.0,2194.8945781250973,29.0,23.0,2736.935005845643,3063.628432985859,17.0,30.0,5.0,35.0
191.0,198.0,0.0,medium,0.07677828695583983,3449.0384440837747,97.0,3074.4826625583514,35.0,7.0,2800.578275847167,3082.3435717570806,73.0,1.0,11.0,12.0
192.0,199.0,0.0,medium,0.07639439552106063,2734.342262617967,80.0,2438.724921027,30.0,16.0,2982.661142388499,3377.9629951597094,32.0,8.0,26.0,14.0
193.0,200.0,0.0,medium,0.07601242354345533,3175.813086582968,94.0,2892.3847543866877,36.0,17.0,3076.11080794812,3425.586581374969,20.0,16.0,45.0,13.0
194.0,201.0,0.0,medium,0.07563236142573805,3561.2270738952775,99.0,3137.759510980491,36.0,9.0,3062.0642160802577,3422.824693723428,12.0,13.0,48.0,26.0
195.0,202.0,0.0,medium,0.07525419961860937,3597.9466735477004,112.0,3267.6815322406733,39.0,13.0,2673.9892181404957,2984.56977914759,10.0,25.0,62.0,15.0
196.0,203.0,0.0,medium,0.07487792862051632,2979.9645418768937,93.0,2659.049681667855,32.0,13.0,2745.384364122026,3052.2327314597783,39.0,6.0,22.0,26.0
197.0,204.0,0.0,medium,0.07450353897741373,2830.5861647105457,99.0,2629.964604042435,32.0,13.0,3256.943525824283,3683.853029919849,29.0,1.0,33.0,36.0
198.0,205.0,0.0,medium,0.07413102128252666,3178.9803248119783,92.0,2802.4390835371887,33.0,12.0,3218.639227711329,3589.573683158361,26.0,10.0,24.0,32.0
199.0,206.0,0.0,medium,0.07376036617611402,4106.388472498741,104.0,3572.6268791802145,40.0,5.0,3343.2606240958917,3776.091148445035,14.0,18.0,55.0,17.0
